,tweet,closed,closure,fire
3653,Caltrans is seeking a Supervising Transportation Planner. Get details and apply here- https://jobs.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=106103 …pic.twitter.com/hOdzvHCsE1,0,0,0
3654,"Please don't litter! Roadway litter negatively impacts our budget, safety, & environment. If you or your organization would like to help, check out the Adopt A Highway Program- http://www.dot.ca.gov/maintenance/adopt-a-highway/index.html …pic.twitter.com/jLJRuKnF8e",0,0,0
3655,Caltrans’ Office of Business and Economic Opportunity provides free training and technical assistance for small businesses. Learn how to do business with Caltrans. Upcoming events here-http://rebuildingca.ca.gov/resources.html #RebuildingCApic.twitter.com/5tFatyaEUX,0,0,0
3656,"Check out our next Career Fair in Marysville on Friday, April 6, from 11 AM to 1 PM. See you there! #California #Jobspic.twitter.com/B9KJVTL77z",0,0,0
3657,NEWS RELEASE: Public Input Sought for 2019 California Freight Mobility Plan http://www.dot.ca.gov/paffairs/pr/2018/prs/18pr017.html …pic.twitter.com/BtUFMkmmLZ,0,0,0
3658,Hi. San Diego's office is 619.688.6699 @SDCaltrans,0,0,0
3659,"Sound walls are usually only installed on a new project, when a lane is added or the highway moves from it's current location. You can check with your local office for that type of project, but Caltrans typically doesn't add walls to existing highways.",0,0,0
3660,"#ICYMI Last week, @CaltransD5 began work on a SB 1 project that will improve & extend the service life of 2 bridges on US-101 in Santa Barbara County. To see more projects like this in your area, visit: http://rebuildingca.ca.gov/map.html . #RebuildingCApic.twitter.com/Wj8YrHupjZ",0,0,0
3661,Hello. Please report this issue at http://csr.dot.ca.gov so we can address it. Thanks!,0,0,0
3662,"Hi Josh. Please call Caltrans Customer Service Liaison Eric Menjivar at 213.897.7602 or Stephanie Garrigus at 213.897.0289 & they can help determine if that is Caltrans or city property, & determine next steps. Thanks.",0,0,0
3663,"#PollutionSolutions: Properly dispose of your pet's waste to help reduce pollution! Pet waste contains harmful bacteria, which over time breaks down and can flow into storm drains that lead to waterways and add to pollution. #ProtectEveryDroppic.twitter.com/om6x7vSq8n",0,0,0
3664,Not yet but there will be an app for that soon. You can check the responding email for a phone number to call.,0,0,0
3665,Hello. We maintain the state highway system. You may report your local streets to your local city public works dept.,0,0,0
3666,"Caltrans crews regularly maintain the highways, but if you see something that needs attention, please tell us. We can make your trip smoother! Provide details at https://csr.dot.ca.gov/ Thanks!pic.twitter.com/3mJ2DZ1X6i",0,0,0
3667,"Before you travel, check our free QuickMap app! It will show slow traffic, road closures, CHP incidents, traffic cams, message signs, & more. Get it in Google Play or the App Store. http://quickmap.dot.ca.gov pic.twitter.com/Y8CFoZulyG",0,0,0
3668,"The Caltrans Office of Business & Economic Opportunity is dedicated to increasing the participation of Small, Disadvantaged, and Disabled Veteran Business Enterprise. Learn more & see the calendar & events page here- http://rebuildingca.ca.gov/resources.html #RebuildingCApic.twitter.com/QQe8r7uc4C",0,0,0
3669,"Mile Marker: Program Gives Contractors Larger Role. Reviews Positive on Trial Construction Process Intended to Reduce Costs, Delays http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-construction.pdf …pic.twitter.com/KY20fiBnIp",0,0,0
3670,Please #BeWorkZoneAlert! Slow down and move over if safe to do so when you see our workers or other emergency vehicles on the roadside. It's the law. Thank you.https://www.youtube.com/watch?v=qN24M5lGNmE …,0,0,0
3671,"Mile Marker: Key Piece of I-5 Makeover in L.A. Complete. Project Widens Freeway, Reworks Interchange, and Reconnects City of Norwalk http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-project-spotlight.pdf …pic.twitter.com/lnYHFnDTlv",0,0,0
3672,Get a behind-the-scenes look at the department's activities with our News Flash videos. See all of our videos and subscribe to our channel at https://www.youtube.com/user/CaltransVideo/videos … #CaltransNewsFlashpic.twitter.com/D2R7jMWJTT,0,0,0
3673,"Be prepared for rapidly changing driving conditions in the mountains. Always have chains, winterize your vehicle, and pack an emergency kit. Stay back & give our plows room to work safely. More tips and information are available here- http://www.dot.ca.gov/cttravel/winter.html …pic.twitter.com/w2oztnFubF",0,0,0
3674,"Severe weather can impact road conditions at any time. Check for closures, chain controls, CHP incidents, & slow traffic with our free QuickMap app! Get it in Google Play or the App Store. http://quickmap.dot.ca.gov pic.twitter.com/Dj0tbfySie",0,0,0
3675,Caltrans is identifying and marking dead & dying hazardous trees that could impact the safety of the traveling public along state highways. Visit http://www.dot.ca.gov/treemortality/index.html … for more information on #TreeMortalitypic.twitter.com/Uqc91P2iqj,0,0,0
3676,"Mile Marker: Permits Ensure Shippers Pull Their Weight. Caltrans Closely Monitors Oversize/Overweight Loads for Safety, Road Impacts http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-permits.pdf …pic.twitter.com/F6RtR6SWxG",0,0,0
3677,Caltrans has hundreds of job openings statewide. Click the link to see open positions- https://calcareers.ca.gov/CalHRPublic/Search/JobSearchResults.aspx#kw=caltrans … #California #Jobspic.twitter.com/Yq6HcxkGyg,0,0,0
3678,"If you are heading out for #OpeningDay use our QuickMap app before you go to navigate around slow traffic, CHP incidents, and road closures. You can also see traffic cameras and travel times on message boards. http://quickmap.dot.ca.gov pic.twitter.com/B7WnX98OBv",0,0,0
3679,Hello. You can call your local office for more info at 909.383.4631 or tweet to @Caltrans8,0,0,0
3680,Hi and thanks! Can you please provide more information on your concern? Please fill out the form at http://csr.dot.ca.gov . Thanks!,0,0,0
3681,"Caltrans crews regularly maintain the highways, but if you see something that needs attention, please let us know! Report potholes, litter, lighting, landscaping, signage, and other issues at https://csr.dot.ca.gov/ Thanks!pic.twitter.com/TTbOSseAlI",0,0,0
3682,"Please don't litter! Roadway litter negatively impacts our budget, safety, & environment. If you or your organization would like to help, check out the Adopt A Highway Program- http://www.dot.ca.gov/maintenance/adopt-a-highway/index.html …pic.twitter.com/rDj81Ff5rf",0,0,0
3683,"Mile Marker: Highway or Flyway, Inspections Needed. Caltrans Works With Feds to Ensure Airport, Hospital Heliport Infrastructure Safe http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-aviation.pdf …pic.twitter.com/3tttXoLMRr",0,0,0
3684,The Caltrans Office of Business and Economic Opportunity provides free training and technical assistance for small businesses. Learn how to do business with Caltrans. Upcoming events here-http://rebuildingca.ca.gov/resources.html #RebuildingCApic.twitter.com/ofgoerIeak,0,0,0
3685,"Our Twitter account recently hit 20,000 followers, & we wanted to take a second to thank YOU for following! Our employees appreciate your interest in the work they do to keep California moving safely. Find all of our social media accounts here- http://www.dot.ca.gov/paffairs/social-media.html …pic.twitter.com/CnkoK9Eq2E",0,0,0
3686,#CaltransNewsFlash 163: Caltrans Safety Vans provides workers what they need to get the job done. VIDEO- https://youtu.be/YtgbvRdFL7M pic.twitter.com/AubgweA6ao,0,0,0
3687,"Our Twitter account recently hit 20,000 followers, & we wanted to take a second to thank YOU for following! Our employees appreciate your interest in the work they do to keep California moving safely. Find all of our social media accounts here- http://www.dot.ca.gov/paffairs/social-media.html …pic.twitter.com/gKi3dPlK1P",0,0,0
3688,"Mile Marker: Caltrans Reaches Out to Vendors. SB 1 Opens Opportunities for Small, Disadvantaged, Veteran-Owned Firms #RebuildingCA http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-vendors.pdf …pic.twitter.com/BZIpw1ciWF",0,0,0
3689,"Our Twitter account recently hit 20,000 followers, & we wanted to take a second to thank YOU for following! Our employees appreciate your interest in the work they do to keep California moving safely. Find all of our social media accounts here- http://www.dot.ca.gov/paffairs/social-media.html …pic.twitter.com/upk9k1iZxA",0,0,0
3690,There are reports of gravel on the roadway there.,0,0,0
3691,Unsure about 60 & Grand. No closure or CHP incident report. There was a CHP incident north of there that has cleared.pic.twitter.com/yXJ8wnVRM0,0,1,0
3692,"Possibly in Amador, Alpine, Tuolumne, or Calaveras County?",0,0,0
3693,"Winter weather can be challenging, but our crews are always up to the task!pic.twitter.com/7jfyY9GeI2",0,0,0
3694,Thanks! We've submitted your idea to the statewide rest area contact for the department.,0,0,0
3695,Please #BeWorkZoneAlert! Slow down and move over if safe to do so when you see our workers or other emergency vehicles on the roadside. It's the law. Thank you.https://www.youtube.com/watch?v=qN24M5lGNmE …,0,0,0
3696,"Severe weather can impact road conditions at any time. Check for closures, chain controls, CHP incidents, & slow traffic with our free QuickMap app! Get it in Google Play or the App Store. http://quickmap.dot.ca.gov pic.twitter.com/9FOKPgDWQj",0,0,0
3697,"Our Twitter account recently hit 20,000 followers, & we wanted to take a second to thank YOU for following! Our employees appreciate your interest in the work they do to keep California moving safely. Find all of our social media accounts here- http://www.dot.ca.gov/paffairs/social-media.html …pic.twitter.com/HFiRDpRLYb",0,0,0
3698,Get a behind-the-scenes look at the department's activities with our News Flash videos. See all of our videos and subscribe to our channel at https://www.youtube.com/user/CaltransVideo/videos … #CaltransNewsFlashpic.twitter.com/AEynMEQdzy,0,0,0
3699,"Our Twitter account recently hit 20,000 followers, & we wanted to take a second to thank YOU for following! Our employees appreciate your interest in the work they do to keep California moving safely. Find all of our social media accounts here- http://www.dot.ca.gov/paffairs/social-media.html …pic.twitter.com/CRzGCEqL5t",0,0,0
3700,"Caltrans Director, @LaurieBerman32, wanted to be the first to say THANK YOU for following us! We appreciate you sharing our safety information & your interest in Caltrans’ activities. Find all of our social media accounts here- http://www.dot.ca.gov/paffairs/social-media.html …pic.twitter.com/aqdpINVO2i",0,0,0
3701,SB 1 allowed @Caltrans8 to resurface over 72 miles of US Highway 95 & Interstate 40 in San Bernardino County. Find more projects in your area: http://rebuildingca.ca.gov/map.html #RebuildingCA #SB1RoadRepairspic.twitter.com/onpq3i24bW,0,0,0
3702,"Mile Marker: QuickMap Enhances Road Trip Experience. Caltrans’ Mobile Application, Gaining Users, Adds Snowplow Location Feature http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-quickmap.pdf …pic.twitter.com/scg124y7Lb",0,0,0
3703,DYK: That you can help reduce pollution? Whether you are driving around the city or traveling across the state; remember that you can help #ProtectEveryDrop by properly disposing of your trash so it doesn’t end up in storm drains that lead to waterways.https://youtu.be/-9t5-XnW5EA,0,0,0
3704,"Hello. Immediate safety issues like large debris in a roadway can be called in to CHP via 911. For other requests, you may submit a customer service request at http://csr.dot.ca.gov . Thanks.",0,0,0
3705,Caltrans District 5 in San Luis Obispo is seeking an Associate Transportation Planner in Program/Project Management. This new position will be responsible for coordinating the District’s SB1 Program - https://jobs.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=102549 …pic.twitter.com/Xlf9grMWWE,0,0,0
3706,Caltrans District 5 in San Luis Obispo is seeking an Associate Transportation Planner in Program/Project Management. This new position will be responsible for coordinating the District’s SB1 Program - https://jobs.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=102549 …pic.twitter.com/nHwsHNTEO9,0,0,0
3707,Caltrans is identifying and marking dead & dying hazardous trees that could impact the safety of the traveling public along state highways. Visit http://www.dot.ca.gov/treemortality/index.html … for more information on #TreeMortalitypic.twitter.com/dO3RbpdNVu,0,0,0
3708,"Mile Marker: Standing Tall for Ethical Behavior. Caltrans Program Stresses Employee Awareness, Offers Advice and Training http://www.dot.ca.gov/milemarker/docs/articles/2018/Q1/MM-2018-Q1-ethics.pdf …pic.twitter.com/7xSFO7FmhR",0,0,0
3709,"Caltrans crews regularly maintain the highways, but if you see something that needs attention, please let us know! Report potholes, litter, lighting, landscaping, signage, and other issues at https://csr.dot.ca.gov/ Thanks!pic.twitter.com/bEKE7thlSR",0,0,0
3710,"Please don't litter! Roadway litter negatively impacts our budget, safety, & environment. If you or your organization would like to help, check out the Adopt A Highway Program- http://www.dot.ca.gov/maintenance/adopt-a-highway/index.html …pic.twitter.com/HpVL5rW0aM",0,0,0
